,Company,Product,TypeName,Inches,Ram_GB,OpSys,Weight_kg,Price_euros,Touchscreen,ScreenWidth,ScreenHeight,Cpu_producer,Cpu_series,Cpu_model,Cpu_GHz,Gpu_producer,Gpu_model,Gpu_series,Memory1_GB,Memory1_type,Memory2_type
596,Lenovo,Thinkpad P51,Notebook,15.6,32,Windows 10,2.5,4899.0,0,3840,2160,Intel,E3-1535M v6,Xeon,3.1,Nvidia,Quadro,M2200M,1024,SSD,-
597,Dell,Inspiron 7559,Gaming,15.6,16,Windows 10,2.59,879.01,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960M,1024,HDD,-
598,Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,443.9,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,-
599,Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.25,359.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,1024,HDD,-
600,Dell,Latitude 5580,Notebook,15.6,4,Linux,1.93,869.0,0,1366,768,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,500,HDD,-
601,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,8,Windows 10,3.0,1168.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,HDD
602,Dell,Vostro 3568,Notebook,15.6,4,Linux,2.18,569.0,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R5,M420,128,SSD,-
603,HP,EliteBook 850,Ultrabook,15.6,8,Windows 10,1.84,1389.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
604,MSI,GT62VR 7RE,Gaming,15.6,16,Windows 10,2.94,2267.86,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,HDD
605,Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,4,Chrome OS,1.25,379.0,1,1366,768,Intel,N3160,Celeron Quad Core,1.6,Intel,HD Graphics,400,32,Flash Storage,-
606,HP,ProBook 650,Notebook,14.0,8,Windows 10,2.31,1124.0,0,1366,768,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,256,SSD,-
607,Lenovo,ThinkPad T470,Notebook,14.0,8,Windows 7,1.65,1465.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
608,Dell,Inspiron 5570,Notebook,15.6,4,Windows 10,2.2,776.0,0,1920,1080,Intel,8250U,Core i5,1.6,AMD,Radeon,530,1024,HDD,-
609,Fujitsu,LifeBook A557,Notebook,15.6,8,Windows 10,2.2,799.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
610,HP,EliteBook 850,Notebook,15.6,4,Windows 7,1.88,932.0,0,1366,768,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
611,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,Windows 10,2.2,899.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,920MX,1024,HDD,-
612,Mediacom,SmartBook 140,Notebook,14.0,2,Windows 10,1.4,239.0,0,1920,1080,Intel,x5-Z8350,Atom,1.44,Intel,HD Graphics,-,32,Flash Storage,-
613,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,No OS,2.2,468.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,128,SSD,-
614,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,6,Windows 10,1.5,639.01,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
615,Asus,ZenBook 3,Ultrabook,14.0,16,Windows 10,1.1,1900.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
616,Dell,Inspiron 7567,Gaming,15.6,16,Windows 10,2.62,1479.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,256,SSD,HDD
617,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,4,Windows 10,1.8,829.0,0,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,256,SSD,-
618,Lenovo,Ideapad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,579.0,0,1920,1080,Intel,6006U,Core i3,2.0,Nvidia,GeForce,920MX,1024,HDD,-
619,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,8,Windows 10,2.0,399.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,1024,HDD,-
620,Asus,VivoBook Pro,Notebook,15.6,8,Windows 10,1.99,906.62,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,HDD,-
621,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.23,1869.0,1,3200,1800,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,256,SSD,-
622,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,2,Windows 10,1.42,249.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,-
623,Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,2399.0,1,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,1024,SSD,-
624,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1109.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050M,128,SSD,HDD
625,HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,8,Windows 10,2.6,520.9,0,1600,900,AMD,9420,A9-Series,3.0,AMD,Radeon R5,-,1024,HDD,-
626,Lenovo,ThinkPad X1,Ultrabook,14.0,16,Windows 10,1.14,2450.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
627,Asus,ROG GL553VE-FY022,Gaming,15.6,8,No OS,2.5,1169.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,1024,HDD,-
628,Acer,Extensa EX2540,Notebook,15.6,4,Windows 10,2.4,450.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,-
629,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,4,Windows 10,1.43,274.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,-,32,Flash Storage,-
630,Acer,Swift 3,Ultrabook,14.0,8,Windows 10,1.8,919.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,Graphics,620,256,SSD,-
631,Razer,Blade Pro,Gaming,14.0,16,Windows 10,1.95,2599.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,-
632,Toshiba,Portege Z30-C-16J,Notebook,13.3,8,Windows 10,1.2,1213.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
633,Asus,ROG G701VI,Gaming,17.3,32,Windows 10,3.8,2799.0,0,1920,1080,Intel,6820HK,Core i7,2.7,Nvidia,GeForce GTX,1080,512,SSD,-
634,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,8,Linux,2.4,709.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,HDD,-
635,Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1449.9,0,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,256,SSD,-
636,MSI,GL62M 7REX,Gaming,15.6,8,Windows 10,2.2,1191.8,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,128,SSD,HDD
637,HP,250 G6,Notebook,15.6,4,No OS,1.86,364.9,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,-
638,Toshiba,Tecra A50-D-11M,Notebook,15.6,8,Windows 10,2.0,1064.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
639,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,8,Windows 10,3.31,1196.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,960,128,SSD,HDD
640,Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,3147.37,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,512,SSD,HDD
641,Dell,Latitude E7470,Notebook,14.0,8,Windows 10,1.56,1229.0,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,-
642,Lenovo,Ideapad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,419.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,500,HDD,-
643,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,535.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,500,HDD,-
644,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,6,Windows 10,2.04,539.0,0,1920,1080,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M430,1024,HDD,-
645,MSI,GP72VR Leopard,Gaming,17.3,8,Windows 10,2.7,1486.77,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,128,SSD,HDD
646,Toshiba,Satellite Pro,Notebook,15.6,4,Windows 10,2.1,498.0,0,1366,768,Intel,6100U,Core i3,2.1,Intel,HD Graphics,520,128,SSD,-
647,Dell,Latitude 3580,Notebook,15.6,8,Windows 10,2.06,955.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
648,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,8,Windows 10,2.1,745.0,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon,530,1024,HDD,-
649,Toshiba,Tecra Z50-D-10E,Notebook,15.6,8,Windows 10,2.0,1258.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
650,Acer,Aspire 3,Notebook,15.6,4,Linux,2.1,412.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,128,SSD,-
651,Microsoft,Surface Laptop,Ultrabook,13.5,8,Windows 10 S,1.252,1867.85,1,2256,1504,Intel,7600U,Core i7,2.8,Intel,Iris Plus Graphics,640,256,SSD,-
652,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,8,Windows 10,1.9,817.95,0,1920,1080,Intel,7200U,Core i5,2.5,AMD,Radeon R5,M430,128,SSD,HDD
653,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,8,Windows 10,1.3,1034.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
654,Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,349.0,0,1366,768,AMD,E2-9000,E-Series,2.2,AMD,Radeon R2 Graphics,-,128,SSD,-
655,HP,Pavilion X360,2 in 1 Convertible,14.0,4,Windows 10,1.63,699.0,1,1920,1080,Intel,7100U,Core i3,2.4,Nvidia,GeForce,940MX,128,SSD,-
656,MSI,GP62 7RDX,Gaming,15.6,16,Windows 10,2.4,1294.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,256,SSD,HDD
657,Asus,Zenbook 3,Ultrabook,14.0,8,Windows 10,1.1,1135.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
658,HP,Chromebook X360,2 in 1 Convertible,11.6,8,Chrome OS,1.4,495.0,1,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,64,Flash Storage,-
659,LG,Gram 15Z975,Ultrabook,15.6,8,Windows 10,1.09,2299.0,0,1920,1080,Intel,8550U,Core i7,1.8,Intel,HD Graphics,620,512,SSD,-
660,Acer,Aspire VX5-591G,Gaming,15.6,16,Windows 10,2.5,1299.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050Ti,256,SSD,-
661,MSI,GV62M 7RD,Gaming,15.6,8,Windows 10,2.2,997.9,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,256,SSD,-
662,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4,Windows 10,1.86,419.0,0,1366,768,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,128,SSD,-
663,Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,2051.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1060,128,SSD,HDD
664,HP,17-bs000nv I3,Notebook,17.3,4,Windows 10,2.5,699.0,0,1920,1080,Intel,6006U,Core i3,2.0,AMD,Radeon R5,520,256,SSD,-
665,Lenovo,Yoga 730,2 in 1 Convertible,13.3,8,Windows 10,1.19,1499.0,1,1920,1080,Intel,8550U,Core i7,1.8,Intel,UHD Graphics,620,512,SSD,-
666,Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.49,2813.75,0,1920,1080,Intel,7820HK,Core i7,2.9,Nvidia,GeForce GTX,1070,256,SSD,HDD
667,HP,250 G6,Notebook,15.6,4,Windows 10,1.86,612.61,0,1366,768,Intel,7200U,Core i5,2.5,AMD,Radeon,520,500,HDD,-
668,Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.2,545.67,0,1366,768,Intel,6006U,Core i3,2.0,AMD,Radeon R5,M430,1024,HDD,-
669,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,6,Windows 10,2.65,569.0,0,1920,1080,AMD,9600P,A10-Series,2.4,AMD,Radeon R7,M440,2048,HDD,-
670,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,318.0,0,1366,768,Intel,3855U,Celeron Dual Core,1.6,Intel,HD Graphics,510,500,HDD,-
671,Acer,Chromebook 14,Notebook,14.0,4,Chrome OS,1.45,375.0,0,1366,768,Intel,3855U,Celeron Dual Core,1.6,Intel,HD Graphics,510,32,Flash Storage,-
672,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,4,Windows 10,1.7,699.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
673,HP,ZBook 17,Workstation,17.3,8,Windows 10,3.14,1907.99,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M1200,500,HDD,-
674,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,Windows 10,1.42,2590.0,1,2560,1440,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
675,Toshiba,Satellite Pro,Notebook,13.3,8,Windows 10,1.5,973.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
676,Acer,TravelMate B117-M,Netbook,11.6,4,Windows 10,1.4,269.0,0,1366,768,Intel,N3050,Celeron Dual Core,1.6,Intel,HD Graphics,-,32,Flash Storage,-
677,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,16,Windows 10,1.38,1749.0,1,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,512,SSD,-
678,Asus,Chromebook Flip,2 in 1 Convertible,12.5,4,Chrome OS,1.2,669.0,1,1920,1080,Intel,M3-6Y30,Core M,0.9,Intel,HD Graphics,515,64,Flash Storage,-
679,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,16,Windows 10,1.36,1877.0,1,1920,1080,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,512,SSD,-
680,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4,Windows 10,2.1,689.0,0,1920,1080,Intel,7500U,Core i7,2.7,AMD,Radeon,530,500,HDD,-
681,Dell,Inspiron 5577,Gaming,15.6,8,Windows 10,2.56,819.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,1024,HDD,-
682,Lenovo,IdeaPad 320-15AST,Notebook,15.6,4,Windows 10,2.2,399.0,0,1920,1080,AMD,9420,A9-Series,2.9,AMD,Radeon,530,256,SSD,-
683,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,8,Windows 10,2.2,429.0,0,1366,768,AMD,9720P,A12-Series,3.6,AMD,Radeon R7,-,1024,HDD,-
684,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,2.1,621.45,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,HDD
685,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4,No OS,1.9,450.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,-
686,Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,795.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
687,Acer,Spin 5,2 in 1 Convertible,13.3,8,Windows 10,1.6,999.0,1,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,256,SSD,-
688,Lenovo,ThinkPad P51s,Workstation,15.6,16,Windows 7,2.18,1855.0,0,1920,1080,Intel,6500U,Core i7,2.5,Nvidia,Quadro,M520M,512,SSD,-
689,Lenovo,Thinkpad T460p,Notebook,14.0,8,Windows 10,1.8,1191.0,0,1920,1080,Intel,6300HQ,Core i5,2.3,Intel,HD Graphics,520,256,SSD,-
690,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,6,Windows 10,2.71,655.01,0,1920,1080,AMD,9620P,A10-Series,2.5,AMD,Radeon,530,2048,HDD,-
691,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1249.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,128,SSD,HDD
692,Dell,Latitude 5480,Notebook,14.0,8,Linux,1.64,1089.0,0,1920,1080,Intel,7440HQ,Core i5,2.8,Nvidia,GeForce,930MX,256,SSD,-
693,Dell,Vostro 5568,Notebook,15.6,8,Linux,1.98,726.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
694,Asus,VivoBook E403NA,Notebook,14.0,4,Windows 10,1.5,298.0,0,1920,1080,Intel,N3350,Celeron Dual Core,1.1,Intel,HD Graphics,500,32,Flash Storage,-
695,Dell,Latitude 5580,Notebook,15.6,16,Windows 10,1.93,1426.66,0,1920,1080,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,512,SSD,-
696,Lenovo,Thinkpad E470,Notebook,14.0,8,Windows 10,1.87,857.07,0,1920,1080,Intel,7200U,Core i5,2.5,Nvidia,GeForce,920MX,256,SSD,-
697,Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,1179.0,0,1920,1080,Intel,7300U,Core i5,2.6,Intel,HD Graphics,620,256,SSD,-
698,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.19,298.0,0,1366,768,AMD,7310,A6-Series,2.0,AMD,Radeon R4,-,500,HDD,-
699,Mediacom,Smartbook 142,Notebook,14.0,4,Windows 10,1.4,265.0,0,1920,1200,Intel,Z8350,Atom,1.92,Intel,HD Graphics,400,32,HDD,-
700,HP,ProBook 470,Notebook,17.3,8,Windows 10,2.63,1200.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,930MX,256,SSD,-
701,Lenovo,ThinkPad X1,Ultrabook,14.0,8,Windows 10,1.17,1686.64,0,2560,1440,Intel,6500U,Core i7,2.5,Intel,HD Graphics,520,512,SSD,-
702,HP,Pavilion X360,2 in 1 Convertible,13.3,8,Windows 10,1.58,836.6,1,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
703,Lenovo,ThinkPad T470s,Ultrabook,14.0,8,Windows 10,1.32,1649.0,0,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
704,Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.36,3659.4,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,1024,SSD,HDD
705,MSI,GL72M 7REX,Gaming,17.3,8,Windows 10,2.7,1348.48,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050Ti,128,SSD,HDD
706,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4,No OS,1.9,489.9,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
707,Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,719.0,0,1920,1080,Intel,8250U,Core i5,1.6,AMD,Radeon,530,128,SSD,HDD
708,Dell,Inspiron 5378,2 in 1 Convertible,13.3,4,Windows 10,1.71,649.0,1,1920,1080,Intel,7100U,Core i3,2.4,Intel,HD Graphics,620,1024,HDD,-
709,Dell,Inspiron 5567,Notebook,15.6,8,Linux,2.32,589.52,0,1366,768,Intel,7200U,Core i5,2.5,AMD,Radeon R7,M445,1024,HDD,-
710,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.1,489.0,0,1920,1080,AMD,9420,A9-Series,3.0,AMD,Radeon,520,1024,HDD,-
711,Acer,Predator 17,Gaming,17.3,16,Windows 10,4.2,1935.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,GeForce GTX,1060,128,SSD,HDD
712,Dell,Inspiron 3567,Notebook,15.6,12,Windows 10,2.25,649.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,1024,HDD,-
713,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6,Windows 10,2.1,650.0,0,1920,1080,AMD,A9-9420,A9-Series,3.0,AMD,Radeon,520,128,SSD,HDD
714,Acer,Extensa EX2540-58KR,Notebook,15.6,4,Windows 10,2.4,559.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,500,HDD,-
715,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,1.85,779.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,1024,HDD,-
716,HP,ZBook 15,Workstation,15.6,16,Windows 10,2.6,2419.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,Quadro,M2200,256,SSD,-
717,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.55,659.0,1,1920,1080,Intel,8250U,Core i5,1.6,Intel,UHD Graphics,620,1024,HDD,-
718,MSI,GS63VR 7RF,Gaming,15.6,16,Windows 10,1.8,2094.48,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1060,256,SSD,HDD
719,Acer,Aspire ES1-572,Notebook,15.6,4,Windows 10,2.4,410.8,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,500,HDD,-
720,Dell,Inspiron 7560,Notebook,15.6,8,Windows 10,2.0,1207.0,0,1920,1080,Intel,7500U,Core i7,2.7,Nvidia,GeForce,940MX,128,SSD,HDD
721,Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.0,665.0,0,1366,768,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,256,SSD,-
722,Toshiba,Tecra X40-D-10G,Notebook,14.0,8,Windows 10,1.25,1535.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
723,Lenovo,Flex 5,2 in 1 Convertible,14.0,8,Windows 10,1.7,999.0,1,1920,1080,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
724,Lenovo,Thinkpad P51s,Workstation,15.6,16,Windows 10,2.5,3299.0,0,3840,2160,Intel,7600U,Core i7,2.8,Nvidia,Quadro,M520M,1024,SSD,-
725,Acer,Chromebook 14,Notebook,14.0,2,Chrome OS,1.68,330.0,0,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,32,Flash Storage,-
726,Samsung,Notebook 9,Ultrabook,13.3,16,Windows 10,0.81,1649.0,0,1920,1080,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
727,HP,250 G6,Notebook,15.6,8,Windows 10,1.86,539.0,0,1920,1080,Intel,6006U,Core i3,2.0,Intel,HD Graphics,520,256,SSD,-
728,Dell,Latitude 5480,Notebook,14.0,8,Windows 10,1.6,1126.71,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
729,HP,Zbook 17,Workstation,17.3,16,Windows 7,3.0,4389.0,0,1920,1080,Intel,E3-1535M v5,Xeon,2.9,Nvidia,Quadro,M2000M,256,SSD,-
730,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,4,Windows 10,1.4,475.0,1,1366,768,Intel,N3060,Celeron Dual Core,1.6,Intel,HD Graphics,400,128,SSD,-
731,HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1900.0,0,1920,1080,Intel,6300U,Core i5,2.4,Intel,HD Graphics,520,256,SSD,-
732,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4,No OS,2.45,579.0,0,1366,768,Intel,6300HQ,Core i5,2.3,Nvidia,GeForce GTX,950M,1024,HDD,-
733,Lenovo,Thinkpad T460,Ultrabook,14.0,4,Windows 10,1.7,1096.0,0,1920,1080,Intel,6200U,Core i5,2.3,Intel,HD Graphics,520,180,SSD,-
734,Asus,Pro P2540UA-XO0192R,Notebook,15.6,4,Windows 10,2.37,849.9,0,1366,768,Intel,7500U,Core i7,2.7,Intel,HD Graphics,620,256,SSD,-
735,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,8,Windows 10,1.3,1199.0,1,3200,1800,Intel,6260U,Core i5,1.8,Intel,HD Graphics,540,256,SSD,-
736,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8,Windows 10,2.2,1099.0,0,1920,1080,Intel,7300HQ,Core i5,2.5,Nvidia,GeForce GTX,1050,128,SSD,HDD
737,HP,ZBook 15,Workstation,15.6,8,Windows 7,2.59,1895.0,0,1920,1080,Intel,6700HQ,Core i7,2.6,Nvidia,Quadro,M1000M,256,SSD,-
738,Dell,Alienware 17,Gaming,15.6,16,Windows 10,4.42,2868.99,0,3840,2160,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1070,256,SSD,HDD
739,Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,599.0,0,1366,768,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
740,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1048.0,0,1920,1080,Intel,7700HQ,Core i7,2.8,Nvidia,GeForce GTX,1050,128,SSD,HDD
741,Dell,Latitude 7280,Ultrabook,12.5,16,Windows 10,1.18,1859.0,0,1920,1080,Intel,7600U,Core i7,2.8,Intel,HD Graphics,620,256,SSD,-
742,Google,Pixelbook (Core,Ultrabook,12.3,8,Chrome OS,1.1,1559.0,1,2400,1600,Intel,7Y57,Core i5,1.2,Intel,HD Graphics,615,256,SSD,-
743,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,8,Windows 10,1.2,1129.0,0,3200,1800,Intel,7200U,Core i5,2.5,Intel,HD Graphics,620,256,SSD,-
